"id_doc","type","name","place","date","link"
864,"Photography","Marcel Duchamp, Alexina Duchamp, Elena Baruchello, and others in Rome, Italy","Duchamp Archives","1962/-/-","https://www.duchamparchives.org/pma/archive/component/MDP_B031_F006_13-1972-9-005"
865,"Photography","Marcel Duchamp, Alexina Duchamp, et Mimi Fogt","Duchamp Archives","1957/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits3_no.228"
866,"Photography","Louise Arensberg in John Covert's studio","Duchamp Archives","-/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B050_F018_001"
867,"Photography","Louise Arensberg, Walter Arensberg, Marcel Duchamp, Beatrice Wood, Elmer Ernest Southard[?]","Duchamp Archives","1913/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B050_F009_001"
868,"Photography","Marcel Duchamp, Alexina Duchamp, et Henriette Gomès","Duchamp Archives","1960/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_MDPortraits3_no.132"
869,"Photography","Portrait de Marcel Duchamp en compagnie de Man Ray, Paris, 1968. Photographe : Henri Cartier-Bresson.","Duchamp Archives","1968/-/-","https://www.duchamparchives.org/cp/archive/component/FRM5050-X003175436"
870,"Photography","Rooftop party for ""Homage à Caissa"" exhibition","Duchamp Archives","1966/-/-","https://www.duchamparchives.org/pma/archive/component/MDP_B032_F005_13-1972-9-101"
871,"Photography","Souvenirs on Marcel Duchamp","Duchamp Archives","-/-/-","https://www.duchamparchives.org/pma/archive/component/MDP_B004_F023_001"
872,"Photography","Portrait de Walter Pach entouré de Jacques Villon et sa femme Gaby, vers 1950.","Duchamp Archives","1950/-/-","https://www.duchamparchives.org/cp/archive/component/FRM5050-X003175318"
873,"Others","Rose Fried Gallery (New York) file on Marcel Duchamp","Duchamp Archives","1950/-/-","https://www.duchamparchives.org/pma/archive/component/MDR_B006_F004_001"
874,"Others","Return receipt for registered article from Walter Arensberg to James Johnson Sweeney","Duchamp Archives","1946/January/21","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F015_002"
875,"Photography","Photographs of Louise Arensberg, Gabrielle Buffet-Picabia, Beatrice Wood[?], and Sophie Treadwell","Duchamp Archives","1917/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B050_F012_001"
876,"Photography","Photograph of Vittorio Rieti, Dorothea Tanning, and Max Ernst during the blindfold chess event","Duchamp Archives","1944/-/-","https://www.duchamparchives.org/pma/archive/component/MDR_B014_F021_002"
877,"Letter","Postcard from Arthur Cravan to Walter Arensberg","Duchamp Archives","-/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B005_F040_002"
878,"Letter","Postcard from Katharine Kuh to the Arensbergs","Duchamp Archives","1950/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F007_022"
879,"Letter","Postcard from Sandy (Alexander) Calder to Walter and Louise Arensberg","Duchamp Archives","1940/February/28","https://www.duchamparchives.org/pma/archive/component/WLA_B004_F011_008"
880,"Others","Receipt for check sent from Walter Arensberg to Peggy Guggenheim","Duchamp Archives","1941/February/5","https://www.duchamparchives.org/pma/archive/component/WLA_B008_F031_002"
881,"Others","Signed agreement between Marcel Duchamp, Arnold Eagle, and Lewis Jacobs","Duchamp Archives","1968/April/15","https://www.duchamparchives.org/pma/archive/component/EDR_B006_F007_017"
882,"Others","Receipts of loan payments from Henri Barzun","Duchamp Archives","1948/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B046_F033_001"
883,"Photography","Portrait de groupe : Georges Ribemont-Dessaignes, Gabrielle Buffet-Picabia et Marcel Duchamp (1915).","Duchamp Archives","1915/-/-","https://www.duchamparchives.org/cp/archive/component/FRM5050-X0031142759"
884,"Photography","Portrait de Jacques Villon et Walter Pach assis dans l'atelier, Puteaux, vers 1945.","Duchamp Archives","1945/-/-","https://www.duchamparchives.org/cp/archive/component/FRM5050-X003175319"
885,"Photography","Portrait de Jacques Villon et sa femme Gabrielle Villon (née Boeuf), dite Gaby, accompagnée de Katherine Sophie Dreier et Henri Pierre-Roché, Puteaux, novembre 1919. Photographe : Marcel Duchamp.","Duchamp Archives","1919/-/-","https://www.duchamparchives.org/cp/archive/component/FRM5050-X003175303"
886,"Photography","Postcard from Sandy (Alexander) Calder to Walter Arensberg","Duchamp Archives","1940/July/17","https://www.duchamparchives.org/pma/archive/component/WLA_B004_F011_006"
887,"Photography","Photographs of paintings by Marcel Duchamp sent to J. T. Soby","Duchamp Archives","1941/May/14","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F047_007"
888,"Photography","Suzanne Duchamp, Francis Picabia, Jean Crotti, Olga Khokhlova, Michel Corlin, et Germaine Everling à la plage","Duchamp Archives","1925/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD1_no.167"
889,"Letter","Translation of correspondence from Francis Picabia with postscript by Tristan Tzara to Walter Arensberg","Duchamp Archives","1920/November/8","https://www.duchamparchives.org/pma/archive/component/WLA_B018_F060_002"
890,"Others","Telephone message from William Copley for Evan H. Turner","Duchamp Archives","1969/-/-","https://www.duchamparchives.org/pma/archive/component/EDR_B007_F003_004"
891,"Letter","Telgram from Monroe Wheeler to Walter Arensberg","Duchamp Archives","1942/September/25","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F011_006"
892,"Photography","Suzanne Duchamp, Man Ray, Juliet Man Ray, et Hans Richter","Duchamp Archives","1958/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD2_no.317"
893,"Photography","Suzanne Duchamp, Man Ray, Juliet Man Ray, Hans Richter, Hannah Höch et le personnel du musée","Duchamp Archives","1958/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD2_no.320"
894,"Photography","Suzanne Duchamp, Jean Cocteau, et Pablo Picasso devant la porte d'entrée de la maison de Picasso","Duchamp Archives","1958/August/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD2_no.299"
895,"Photography","Suzanne Duchamp, Mary Desty, Yvonne Duvernoy, et Yvonne Chastel en intérieur","Duchamp Archives","1916/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD1_no.064"
896,"Interview","Transcript of interview with Marcel Duchamp by Katharine Kuh","Duchamp Archives","1961/-/-","https://www.duchamparchives.org/pma/archive/component/MDP_B003_F003_001"
897,"Others","Telephone message from Marcel Duchamp to Henri Marceau","Duchamp Archives","1960/January/11","https://www.duchamparchives.org/pma/archive/component/MAR_B055_F006_017"
898,"Photography","Suzanne Duchamp, Jean Crotti, Mary Reynolds, Louise et Edgard Varèse","Duchamp Archives","-/-/-","https://www.duchamparchives.org/amd/archive/component/Photo_AlbumSD2_no.208"
899,"Others","Telephone message from Arturo Schwarz for Evan H. Turner","Duchamp Archives","1969/July/9","https://www.duchamparchives.org/pma/archive/component/EDR_B006_F022_006"
900,"Letter","Telegram from Al Bing to Walter Arensberg","Duchamp Archives","1953/-/-","https://www.duchamparchives.org/pma/archive/component/WLA_B003_F014_001"
901,"Letter","Telegram from Alfred Barr, Jr. to Walter Arensberg","Duchamp Archives","1951/October/16","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F017_022"
902,"Letter","Telegram from Alice F. Roullier to Walter Arensberg","Duchamp Archives","1939/March/15","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F009_006"
903,"Letter","Telegram from Charles Sheeler to Elizabeth S. Wrigley","Duchamp Archives","1954/January/29","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F031_005"
904,"Letter","Telegram from Dorothy C. Miller to Walter Arensberg","Duchamp Archives","1939/June/26","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F008_008"
905,"Letter","Telegram from Elizabeth S. Wrigley to Fiske Kimball","Duchamp Archives","1954/February/15","https://www.duchamparchives.org/pma/archive/component/FKR_B181_F001_061"
906,"Letter","Telegram from Elizabeth S. Wrigley to R. Sturgis Ingersoll","Duchamp Archives","1954/January/29","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F012_012"
907,"Letter","Telegram from Elmer Ernest Southard to Walter Arensberg","Duchamp Archives","1918/August/9","https://www.duchamparchives.org/pma/archive/component/WLA_B048_F002_002"
908,"Letter","Telegram from Fiske and Marie Kimball to Walter Arensberg","Duchamp Archives","1953/November/26","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F010_041"
909,"Letter","Telegram from Fiske Kimball to Alfred H. Barr","Duchamp Archives","1951/October/26","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F008_033"
910,"Letter","Telegram from Fiske Kimball to Elizabeth S. Wrigley","Duchamp Archives","1954/January/29","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F012_003"
911,"Letter","Telegram from Fiske Kimball to Elizaebth S. Wrigley","Duchamp Archives","1954/January/29","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F011_021"
912,"Letter","Telegram from Fiske Kimball to Henri Marceau","Duchamp Archives","1950/December/28","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_008"
913,"Letter","Telegram from Fiske Kimball to R. Sturgis Ingersoll","Duchamp Archives","1950/December/15","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_025"
914,"Letter","Telegram from Fiske Kimball to Walter and Louise Arensberg","Duchamp Archives","1952/June/10","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F007_028"
915,"Letter","Telegram from Fiske Kimball to Walter Arensberg","Duchamp Archives","1951/October/26","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F006_036"
916,"Letter","Telegram from Fleur Cowles to Walter and Louise Arensberg","Duchamp Archives","1950/March/2","https://www.duchamparchives.org/pma/archive/component/WLA_B007_F042_002"
917,"Letter","Telegram from Francis Henry Taylor to Walter Arensberg","Duchamp Archives","1950/April/7","https://www.duchamparchives.org/pma/archive/component/WLA_B012_F040_021"
918,"Letter","Telegram from Frank Crowninshield to Walter Arensberg","Duchamp Archives","1940/June/11","https://www.duchamparchives.org/pma/archive/component/WLA_B019_F043_002"
919,"Letter","Telegram from Henri Marceau to Fiske Kimball","Duchamp Archives","1950/December/19","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_019"
920,"Letter","Telegram from Henri Marceau to Walter and Louise Arensberg","Duchamp Archives","1950/October/18","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F005_030"
921,"Letter","Telegram from Henri Pierre Roché to Walter Arensberg","Duchamp Archives","1941/January/31","https://www.duchamparchives.org/pma/archive/component/WLA_B016_F024_001"
922,"Letter","Telegram from Henry Clifford to Fiske Kimball","Duchamp Archives","1950/December/28","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F005_009"
923,"Letter","Telegram from James Johnson Sweeney to Walter Arensberg","Duchamp Archives","1946/March/25","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F015_008"
924,"Letter","Telegram from James Soby to Walter Arensberg","Duchamp Archives","1944/May/13","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F013_007"
925,"Letter","Telegram from Jessica and Robert Allerton Parker to Walter Arensberg","Duchamp Archives","1953/November/26","https://www.duchamparchives.org/pma/archive/component/WLA_B014_F030_008"
926,"Letter","Telegram from Julien Levy to Walter Arensberg","Duchamp Archives","1940/October/11","https://www.duchamparchives.org/pma/archive/component/WLA_B010_F030_015"
927,"Letter","Telegram from Mary Ann Alder to Walter Arensberg","Duchamp Archives","1942/August/3","https://www.duchamparchives.org/pma/archive/component/WLA_B001_F009_005"
928,"Letter","Telegram from Monroe Wheeler to Walter Arensberg","Duchamp Archives","1944/January/17","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F012_006"
929,"Letter","Telegram from Pontus Hultén to Anne d'Harnoncourt","Duchamp Archives","1975/September/1","https://www.duchamparchives.org/pma/archive/component/MDE_B022_F008_013"
930,"Letter","Telegram from R. Sturgis Ingersoll to Fiske Kimball","Duchamp Archives","1947/February/14","https://www.duchamparchives.org/pma/archive/component/FKR_B179_F029_050"
931,"Letter","Telegram from R. Sturgis Ingersoll to Walter Arensberg","Duchamp Archives","1953/November/26","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F010_043"
932,"Letter","Telegram from Sidney Janis to Walter Arensberg","Duchamp Archives","1942/May/26","https://www.duchamparchives.org/pma/archive/component/WLA_B010_F014_006"
933,"Letter","Telegram from Sophie Treadwell to Walter Arensberg","Duchamp Archives","1953/November/26","https://www.duchamparchives.org/pma/archive/component/WLA_B018_F050_007"
934,"Letter","Telegram from Walter and Louise Arensberg to Fiske and Marie Kimball","Duchamp Archives","1953/July/1","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F010_008"
935,"Letter","Telegram from Walter and Louise Arensberg to Fiske Kimball","Duchamp Archives","1952/June/10","https://www.duchamparchives.org/pma/archive/component/WLA_B015_F007_029"
936,"Letter","Telegram from Walter and Louise Arensberg to Fleur Cowles","Duchamp Archives","1950/March/31","https://www.duchamparchives.org/pma/archive/component/WLA_B007_F042_003"
937,"Letter","Telegram from Walter and Louise Arensberg to Marie and Fiske Kimball","Duchamp Archives","1953/July/1","https://www.duchamparchives.org/pma/archive/component/FKR_B180_F011_056"
938,"Letter","Telegram from Walter Arensberg to Alfred Barr, Jr.","Duchamp Archives","1951/October/25","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F017_025"
939,"Letter","Telegram from Walter Arensberg to Alfred H. Barr, Jr.","Duchamp Archives","1942/March/17","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F026_012"
940,"Letter","Telegram from Walter Arensberg to Alice F. Roullier","Duchamp Archives","1940/March/23","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F010_006"
941,"Letter","Telegram from Walter Arensberg to Daniel Catton Rich","Duchamp Archives","1949/April/11","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F005_019"
942,"Letter","Telegram from Walter Arensberg to Dorothy C. Miller","Duchamp Archives","1939/July/6","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F009_001"
943,"Letter","Telegram from Walter Arensberg to Elmer Ernest Southard","Duchamp Archives","1918/August/8","https://www.duchamparchives.org/pma/archive/component/WLA_B048_F002_001"
944,"Letter","Telegram from Walter Arensberg to Fiske Kimball","Duchamp Archives","1949/April/8","https://www.duchamparchives.org/pma/archive/component/FKR_B179_F031_025"
945,"Letter","Telegram from Walter Arensberg to Fleur Cowles","Duchamp Archives","1948/May/17","https://www.duchamparchives.org/pma/archive/component/WLA_B011_F036_004"
946,"Letter","Telegram from Walter Arensberg to Frank Crowninshield","Duchamp Archives","1940/June/12","https://www.duchamparchives.org/pma/archive/component/WLA_B019_F043_003"
947,"Letter","Telegram from Walter Arensberg to Hans Richter","Duchamp Archives","1948/October/27","https://www.duchamparchives.org/pma/archive/component/WLA_B021_F023_004"
948,"Letter","Telegram from Walter Arensberg to James Johnson Sweeney","Duchamp Archives","1946/January/16","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F015_001"
949,"Letter","Telegram from Walter Arensberg to James Soby","Duchamp Archives","1944/September/23","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F013_014"
950,"Letter","Telegram from Walter Arensberg to James Thrall Soby","Duchamp Archives","1941/January/24","https://www.duchamparchives.org/pma/archive/component/WLA_B017_F047_002"
951,"Letter","Telegram from Walter Arensberg to Julien Levy","Duchamp Archives","1940/October/11","https://www.duchamparchives.org/pma/archive/component/WLA_B010_F030_016"
952,"Letter","Telegram from Walter Arensberg to Katharine Kuh","Duchamp Archives","1949/November/10","https://www.duchamparchives.org/pma/archive/component/WLA_B002_F006_010"
953,"Letter","Telegram from Walter Arensberg to Peggy Guggenheim","Duchamp Archives","1941/February/5","https://www.duchamparchives.org/pma/archive/component/WLA_B008_F031_001"
954,"Letter","Telegram from Walter Arensberg to Samuel A. Marx","Duchamp Archives","1949/November/30","https://www.duchamparchives.org/pma/archive/component/WLA_B073_F005_016"
955,"Letter","Telegram from Walter Arensberg to Walter Pach","Duchamp Archives","1949/January/14","https://www.duchamparchives.org/pma/archive/component/WLA_B014_F020_011"
956,"Letter","Transcription of telegram from Monroe Wheeler to Walter Arensberg","Duchamp Archives","1942/September/25","https://www.duchamparchives.org/pma/archive/component/WLA_B013_F011_005"
