"id_doc","type","name","place","date","link"
1,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1912/March/15","NA"
2,"Letter","Marcel Duchamp to Jacques Villon and family","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1912/September/26","NA"
3,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/January/19","NA"
4,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/March/12","NA"
5,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1913/July/2","NA"
6,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/April/2","NA"
7,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/April/27","NA"
8,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/May/21","NA"
9,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/July/28","NA"
10,"Letter","Marcel Duchamp to John Quinn","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1915/November/5","NA"
11,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1916/January/15","NA"
12,"Letter","Marcel Duchamp to John Quinn","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1916/March/15","NA"
13,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1916/October/17","NA"
14,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1917/April/11","NA"
15,"Letter","Marcel Duchamp to Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1917/April/11","NA"
16,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1917/August/9","NA"
17,"Letter","Marcel Duchamp to Louise Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1917/August/24","NA"
18,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1917/October/8","NA"
19,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/July/8","NA"
20,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/August/11","NA"
21,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/August/13","NA"
22,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/August/21","NA"
23,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/September/20","NA"
24,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/November/8","NA"
25,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/November/12","NA"
26,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1918/November/15","NA"
27,"Letter","Marcel Duchamp to Louise Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/January/7","NA"
28,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/January/13","NA"
29,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/March/","NA"
30,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/May/3","NA"
31,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/June/6","NA"
32,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/June/15","NA"
33,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/August/","NA"
34,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1919/December/27","NA"
35,"Letter","Marcel Duchamp to Jean Crotti and Suzanne Duchamp","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1920/October/20","NA"
36,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/January/20","NA"
37,"Letter","Marcel Duchamp to Tristan Tzara, Francis Picabia and Germaine Everling","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/February/8","NA"
38,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/May/19","NA"
39,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/June/1","NA"
40,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/July/6","NA"
41,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/September/1","NA"
42,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921/November/15","NA"
43,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1921//","NA"
44,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/January/3","NA"
45,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/February/15","NA"
46,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/April/","NA"
47,"Letter","Marcel Duchamp to Alfred Stieglitz","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/May/17","NA"
48,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/June/14","NA"
49,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/June/15","NA"
50,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/June/30","NA"
51,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/July/","NA"
52,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/July/9","NA"
53,"Letter","Marcel Duchamp to Yvonne Chastel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/July/15","NA"
54,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922//","NA"
55,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922//","NA"
56,"Letter","Marcel Duchamp to Ettie and Carrie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/August/11","NA"
57,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/October/","NA"
58,"Letter","Marcel Duchamp to Tristan Tzara","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/October/","NA"
59,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/November/","NA"
60,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/December/8","NA"
61,"Letter","Marcel Duchamp to Jacques and Gabrielle Villon","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1922/December/25","NA"
62,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/January/20","NA"
63,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/March/10","NA"
64,"Letter","Marcel Duchamp to Carrie, Ettie and Florine Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/March/15","NA"
65,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/March/25","NA"
66,"Letter","Marcel Duchamp to Ettie and Carrie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/July/26","NA"
67,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/July/26","NA"
68,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/October/26","NA"
69,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/October/29","NA"
70,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1923/December/22","NA"
71,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/January/1","NA"
72,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/February/28","NA"
73,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/March/6","NA"
74,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/March/31","NA"
75,"Letter","Marcel Duchamp to Francis Picabia","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/April/17","NA"
76,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/September/14","NA"
77,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/September/14","NA"
78,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/September/22","NA"
79,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/October/2","NA"
80,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/October/20","NA"
81,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1924/October/31","NA"
82,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1925/January/16","NA"
83,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1925/March/27","NA"
84,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1925/June/30","NA"
85,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1925/October/19","NA"
86,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1925/December/28","NA"
87,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/January/27","NA"
88,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/March/9","NA"
89,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/August/23","NA"
90,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/October/7","NA"
91,"Letter","Marcel Duchamp to Henry McBride","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/December/15","NA"
92,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1926/December/31","NA"
93,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1927/May/25","NA"
94,"Letter","Marcel Duchamp to Jacques Doucet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1927/May/26","NA"
95,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1927/June/24","NA"
96,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1928/March/13","NA"
97,"Letter","Marcel Duchamp to Alfred Stieglitz","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1928/March/30","NA"
98,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1928/April/18","NA"
99,"Letter","Marcel Duchamp to Alfred Stieglitz","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1928/July/2","NA"
100,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1928/November/5","NA"
101,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1929/September/11","NA"
102,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1930/February/6","NA"
103,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1930/December/18","NA"
104,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/May/24","NA"
105,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/August/21","NA"
106,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/August/30","NA"
107,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/October/31","NA"
108,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/November/2","NA"
109,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/November/18","NA"
110,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1933/December/28","NA"
111,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/February/20","NA"
112,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/April/1","NA"
113,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/May/18","NA"
114,"Letter","Marcel Duchamp to Alfred Stieglitz","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934//","NA"
115,"Letter","Marcel Duchamp to Alice Roullier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/October/16","NA"
116,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/October/17","NA"
117,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/December/15","NA"
118,"Letter","Marcel Duchamp to Alice Roullier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/December/22","NA"
119,"Letter","Marcel Duchamp to Mariette Mills ","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1934/September/","NA"
120,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/February/3","NA"
121,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/March/5","NA"
122,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/May/3","NA"
123,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/May/12","NA"
124,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/May/20","NA"
125,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/September/6","NA"
126,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/September/22","NA"
127,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1935/December/7","NA"
128,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/January/1","NA"
129,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/March/18","NA"
130,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/April/14","NA"
131,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/July/12","NA"
132,"Letter","Marcel Duchamp to Constantin Brancusi","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/July/23","NA"
133,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1936/September/29","NA"
134,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1937/February/9","NA"
135,"Letter","Marcel Duchamp to Katherine Dreier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1937/June/25","NA"
136,"Letter","Marcel Duchamp to Frederick Kiesler","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1937/June/25","NA"
137,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1937/September/28","NA"
138,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1938/August/25","NA"
139,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1940/January/12","NA"
140,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1940/July/16","NA"
141,"Letter","Marcel Duchamp to Beatrice Wood","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1940/July/17","NA"
142,"Letter","Marcel Duchamp to Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1940/September/30","NA"
143,"Letter","Marcel Duchamp to Robert Desnos","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942/March/21","NA"
144,"Letter","Marcel Duchamp to Robert Desnos","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942/May/10","NA"
145,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942//","NA"
146,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942/October/","NA"
147,"Letter","Marcel Duchamp to Alice Roullier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942/October/26","NA"
148,"Letter","Marcel Duchamp to Alice Roullier","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1942/December/4","NA"
149,"Letter","Marcel Duchamp to Walter Pach","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1943/January/3","NA"
150,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1943/April/19","NA"
151,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1943/July/20","NA"
152,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1943/November/","NA"
153,"Letter","Marcel Duchamp to Carrie and Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/May/18","NA"
154,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/July/23","NA"
155,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/August/10","NA"
156,"Letter","Marcel Duchamp to Yvonne Chastel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/September/21","NA"
157,"Letter","Marcel Duchamp to Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/September/24","NA"
158,"Letter","Marcel Duchamp to Jacques and Gabrielle Villon","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/December/15","NA"
159,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/December/17","NA"
160,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1944/December/24","NA"
161,"Letter","Marcel Duchamp to Elisa anda André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1945/July/2","NA"
162,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1945/August/21","NA"
163,"Letter","Marcel Duchamp to Tristan Tzara","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/January/3","NA"
164,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/August/9","NA"
165,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/September/25","NA"
166,"Letter","Marcel Duchamp to Ettie Stettheimer","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/September/26","NA"
167,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/October/10","NA"
168,"Letter","Marcel Duchamp to Yvonne Chastel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1946/December/9","NA"
169,"Letter","Marcel Duchamp to Elisa anda André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1947/July/18","NA"
170,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1947/November/8","NA"
171,"Letter","Marcel Duchamp to Elisa anda André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1948/March/8","NA"
172,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1948/April/10","NA"
173,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1948/June/13","NA"
174,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1948/July/14","NA"
175,"Letter","Marcel Duchamp to Yvonne Chastel","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/January/8","NA"
176,"Letter","Marcel Duchamp to Henri Hoppenot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/January/29","NA"
177,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/May/8","NA"
178,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/May/9","NA"
179,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/May/29","NA"
180,"Letter","Marcel Duchamp to Jacques and Gabrielle Villon","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/June/15","NA"
181,"Letter","Marcel Duchamp to Jean Suquet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/August/9","NA"
182,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/October/21","NA"
183,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/November/14","NA"
184,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/December/18","NA"
185,"Letter","Marcel Duchamp to Elisa anda André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/December/25","NA"
186,"Letter","Marcel Duchamp to Jean Suquet","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/December/25","NA"
187,"Letter","Marcel Duchamp to Suzanne Duchamp and Jean Crotti","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1949/December/31","NA"
188,"Letter","Marcel Duchamp to André Breton","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/January/10","NA"
189,"Letter","Marcel Duchamp to Michel Carrouges","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/February/6","NA"
190,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/July/8","NA"
191,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/July/17","NA"
192,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/September/7","NA"
193,"Letter","Marcel Duchamp to Man Ray","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1950/December/1","NA"
194,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/January/16","NA"
195,"Letter","Marcel Duchamp to Louise and Walter Arensberg","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/January/28","NA"
196,"Letter","Marcel Duchamp to Pierre Massot","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/January/28","NA"
197,"Letter","Marcel Duchamp to Henri-Pierre Roché","NAUMANN, F. Affectionately, Marcel. Ludion Press, Amserdam","1951/March/18","NA"
